Date,Value
2023/6/25,0.47638431
2023/6/26,0.48413529
2023/6/27,0.48776209
2023/6/28,0.47940213
2023/6/29,0.45105542
2023/6/30,0.46016828
2023/7/1,0.47576665
2023/7/2,0.46688854
2023/7/3,0.46474707
2023/7/4,0.47395046
2023/7/5,0.46344116
2023/7/6,0.46530999
2023/7/7,0.47526409
2023/7/8,0.46306705
2023/7/9,0.46103909
2023/7/10,0.46937749
2023/7/11,0.47887006
2023/7/12,0.47630215
2023/7/13,0.47451788
2023/7/14,0.48000782
2023/7/15,0.47871748
2023/7/16,0.48476115
2023/7/17,0.48214971
2023/7/18,0.47940283
2023/7/19,0.47334009
2023/7/20,0.47192287
2023/7/21,0.47236915
2023/7/22,0.48178526
2023/7/23,0.47965886
2023/7/24,0.47918576
2023/7/25,0.47426858
2023/7/26,0.46071504
2023/7/27,0.45149125
2023/7/28,0.45095575
2023/7/29,0.45880917
2023/7/30,0.4714827
2023/7/31,0.47635267
2023/8/1,0.49402882
2023/8/2,0.49343195
2023/8/3,0.49103177
2023/8/4,0.49289533
2023/8/5,0.49555025
2023/8/6,0.49376951
2023/8/7,0.48874044
2023/8/8,0.48509973
2023/8/9,0.48518352
2023/8/10,0.48917234
2023/8/11,0.48985352
2023/8/12,0.4965552
2023/8/13,0.49561551
2023/8/14,0.49679139
2023/8/15,0.49573513
2023/8/16,0.48863771
2023/8/17,0.48259723
2023/8/18,0.48633569
2023/8/19,0.48906831
2023/8/20,0.48839639
2023/8/21,0.48539923
2023/8/22,0.48661259
2023/8/23,0.479473
2023/8/24,0.47422001
2023/8/25,0.4655267
2023/8/26,0.46332175
2023/8/27,0.46002604
2023/8/28,0.45595742
2023/8/29,0.45828962
2023/8/30,0.46620854
2023/8/31,0.461127
2023/9/1,0.46278669
2023/9/2,0.48252473
2023/9/3,0.47882807
2023/9/4,0.47787908
2023/9/5,0.48052884
2023/9/6,0.47605301
2023/9/7,0.47648982
2023/9/8,0.47473434
2023/9/9,0.48620068
2023/9/10,0.48701795
2023/9/11,0.4784527
2023/9/12,0.47306298
2023/9/13,0.46878992
2023/9/14,0.46476612
2023/9/15,0.47070476
2023/9/16,0.49051241
2023/9/17,0.4931867
2023/9/18,0.49216639
2023/9/19,0.48612136
2023/9/20,0.48523668
2023/9/21,0.47411221
2023/9/22,0.48099913
2023/9/23,0.48664924
2023/9/24,0.48768179
2023/9/25,0.49493223
2023/9/26,0.48132206
2023/9/27,0.45095853
2023/9/28,0.44104266
2023/9/29,0.46590216
2023/9/30,0.47099928
2023/10/1,0.47133426
2023/10/2,0.48229191
2023/10/3,0.48160293
2023/10/4,0.49861774
2023/10/5,0.50885125
2023/10/6,0.49997844
2023/10/7,0.49718662
2023/10/8,0.50279472
2023/10/9,0.4988009
2023/10/10,0.49965074
2023/10/11,0.48901618
2023/10/12,0.48379731
